,WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,SJW,SJL,UBW,UBL
1732,39,Los Angeles,LA Womens Tennis Championships,2009-08-04,Premier,Outdoor,Hard,1st Round,3,Makarova E.,Czink M.,39.0,59.0,1418.0,1027.0,3.0,6.0,6.0,4.0,6.0,1.0,2.0,1.0,Completed,2.0,1.72,2.05,1.75,2,1.72,1.909,1.8,2.03,1.75
1733,39,Los Angeles,LA Womens Tennis Championships,2009-08-04,Premier,Outdoor,Hard,1st Round,3,Zheng J.,Savchuk O.,23.0,175.0,1861.0,340.0,7.0,5.0,1.0,6.0,6.0,2.0,2.0,1.0,Completed,1.12,5.5,1.15,5.2,1.143,5.0,1.13,5.5,1.15,5.2
1734,39,Los Angeles,LA Womens Tennis Championships,2009-08-04,Premier,Outdoor,Hard,1st Round,3,Lisicki S.,Date Krumm K.,22.0,152.0,1900.0,414.0,7.0,6.0,2.0,6.0,7.0,5.0,2.0,1.0,Completed,1.06,8.0,1.1,6.25,1.1,6.5,1.08,6.5,1.1,6.75
1735,39,Los Angeles,LA Womens Tennis Championships,2009-08-04,Premier,Outdoor,Hard,1st Round,3,Hantuchova D.,Oudin M.,26.0,70.0,1849.0,888.0,6.0,7.0,6.0,2.0,6.0,2.0,2.0,1.0,Completed,1.44,2.62,1.5,2.45,1.4,2.75,1.44,2.63,1.5,2.52
1736,39,Los Angeles,LA Womens Tennis Championships,2009-08-04,Premier,Outdoor,Hard,1st Round,3,Li N.,Morita A.,17.0,64.0,2342.0,946.0,6.0,0.0,2.0,0.0,,,1.0,0.0,Retired,1.1,6.5,1.15,5.2,1.167,4.5,1.143,5.0,1.15,5.2
1737,39,Los Angeles,LA Womens Tennis Championships,2009-08-04,Premier,Outdoor,Hard,1st Round,3,Radwanska U.,Coin J.,71.0,63.0,883.0,957.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.53,2.37,1.55,2.35,1.61,2.2,1.571,2.25,1.57,2.34
1738,39,Los Angeles,LA Womens Tennis Championships,2009-08-04,Premier,Outdoor,Hard,1st Round,3,Cirstea S.,Larcherde Brito M.,28.0,109.0,1726.0,569.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,1.57,2.25,1.55,2.35,1.61,2.2,1.533,2.375,1.57,2.35
1739,39,Los Angeles,LA Womens Tennis Championships,2009-08-04,Premier,Outdoor,Hard,1st Round,3,Kirilenko M.,Scheepers C.,51.0,146.0,1104.0,425.0,4.0,6.0,6.0,3.0,6.0,1.0,2.0,1.0,Completed,1.33,3.25,1.28,3.45,1.25,3.75,1.222,3.75,1.3,3.4
1740,39,Los Angeles,LA Womens Tennis Championships,2009-08-04,Premier,Outdoor,Hard,1st Round,3,Wozniak A.,Mattek-Sands B.,37.0,122.0,1429.0,525.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,1.36,3.0,1.4,2.85,1.4,2.75,1.44,2.63,1.45,2.68
1741,39,Los Angeles,LA Womens Tennis Championships,2009-08-04,Premier,Outdoor,Hard,1st Round,3,Stosur S.,Niculescu M.,19.0,72.0,2244.0,855.0,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.08,7.0,1.12,5.9,1.143,5.0,1.14,5.0,1.14,5.5
1742,39,Los Angeles,LA Womens Tennis Championships,2009-08-05,Premier,Outdoor,Hard,2nd Round,3,Ivanovic A.,King V.,11.0,106.0,3154.0,586.0,6.0,4.0,4.0,6.0,6.0,1.0,2.0,1.0,Completed,1.12,5.5,1.15,5.2,1.11,6.0,1.14,5.0,1.17,4.8
1743,39,Los Angeles,LA Womens Tennis Championships,2009-08-05,Premier,Outdoor,Hard,2nd Round,3,Zvonareva V.,Peng S.,7.0,38.0,5400.0,1421.0,3.0,6.0,6.0,3.0,7.0,6.0,2.0,1.0,Completed,1.3,3.25,1.35,3.1,1.33,3.25,1.29,3.25,1.33,3.2
1744,39,Los Angeles,LA Womens Tennis Championships,2009-08-05,Premier,Outdoor,Hard,2nd Round,3,Radwanska U.,Cibulkova D.,71.0,16.0,883.0,2621.0,6.0,4.0,6.0,7.0,6.0,4.0,2.0,1.0,Completed,3.4,1.3,3.1,1.35,3.4,1.3,3.0,1.33,3.0,1.37
1745,39,Los Angeles,LA Womens Tennis Championships,2009-08-05,Premier,Outdoor,Hard,2nd Round,3,Chakvetadze A.,Kleybanova A.,54.0,40.0,1081.0,1417.0,6.0,3.0,3.0,6.0,6.0,1.0,2.0,1.0,Completed,1.66,2.1,1.75,2.05,1.72,2.0,1.615,2.2,1.7,2.1
1746,39,Los Angeles,LA Womens Tennis Championships,2009-08-05,Premier,Outdoor,Hard,2nd Round,3,Zheng J.,Vesnina E.,23.0,34.0,1861.0,1559.0,6.0,4.0,4.0,6.0,6.0,0.0,2.0,1.0,Completed,2.0,1.72,2.0,1.75,1.909,1.8,1.83,1.83,2.0,1.77
1747,39,Los Angeles,LA Womens Tennis Championships,2009-08-05,Premier,Outdoor,Hard,2nd Round,3,Petrova N.,Peer S.,10.0,65.0,3290.0,920.0,6.0,4.0,2.0,6.0,6.0,3.0,2.0,1.0,Completed,1.3,3.4,1.3,3.35,1.286,3.5,1.25,3.5,1.28,3.55
1748,39,Los Angeles,LA Womens Tennis Championships,2009-08-05,Premier,Outdoor,Hard,2nd Round,3,Stosur S.,Kirilenko M.,19.0,51.0,2244.0,1104.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.22,4.0,1.25,3.75,1.222,4.0,1.286,3.25,1.24,3.9
1749,39,Los Angeles,LA Womens Tennis Championships,2009-08-05,Premier,Outdoor,Hard,2nd Round,3,Wickmayer Y.,Craybas J.,57.0,81.0,1071.0,771.0,7.0,6.0,6.0,1.0,,,2.0,0.0,Completed,1.36,3.0,1.4,2.85,1.364,3.0,1.36,2.88,1.42,2.76
1750,39,Los Angeles,LA Womens Tennis Championships,2009-08-05,Premier,Outdoor,Hard,2nd Round,3,Pennetta F.,Vandeweghe C.,14.0,437.0,2830.0,83.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.1,6.5,1.15,5.2,1.125,5.5,1.14,5.0,1.12,6.0
1751,39,Los Angeles,LA Womens Tennis Championships,2009-08-05,Premier,Outdoor,Hard,2nd Round,3,Radwanska A.,Sugiyama A.,13.0,76.0,2981.0,819.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.16,4.5,1.21,4.06,1.22,4.0,1.25,3.5,1.23,4.0
1752,39,Los Angeles,LA Womens Tennis Championships,2009-08-05,Premier,Outdoor,Hard,2nd Round,3,Li N.,Wozniak A.,17.0,37.0,2342.0,1429.0,4.0,6.0,6.0,4.0,6.0,2.0,2.0,1.0,Completed,1.38,2.87,1.37,2.92,1.4,2.75,1.444,2.625,1.45,2.67
1753,39,Los Angeles,LA Womens Tennis Championships,2009-08-05,Premier,Outdoor,Hard,2nd Round,3,Safina D.,Hantuchova D.,1.0,26.0,9601.0,1849.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.14,5.0,1.18,4.45,1.2,4.33,1.2,4.0,1.18,4.6
1754,39,Los Angeles,LA Womens Tennis Championships,2009-08-05,Premier,Outdoor,Hard,2nd Round,3,Bondarenko A.,Safarova L.,33.0,46.0,1576.0,1275.0,5.0,7.0,6.0,4.0,7.0,5.0,2.0,1.0,Completed,2.2,1.61,2.3,1.6,2.1,1.667,2.0,1.727,2.06,1.72
1755,39,Los Angeles,LA Womens Tennis Championships,2009-08-06,Premier,Outdoor,Hard,2nd Round,3,Lisicki S.,Makarova E.,22.0,39.0,1900.0,1418.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.44,2.62,1.45,2.6,1.444,2.625,1.5,2.5,1.57,2.34
1756,39,Los Angeles,LA Womens Tennis Championships,2009-08-06,Premier,Outdoor,Hard,2nd Round,3,Sharapova M.,Azarenka V.,61.0,9.0,970.0,4538.0,6.0,7.0,6.0,4.0,6.0,2.0,2.0,1.0,Completed,2.5,1.5,2.45,1.5,2.5,1.5,2.25,1.571,2.44,1.53
1757,39,Los Angeles,LA Womens Tennis Championships,2009-08-06,Premier,Outdoor,Hard,2nd Round,3,Cirstea S.,Wozniacki C.,28.0,8.0,1726.0,4750.0,1.0,6.0,6.0,4.0,7.0,6.0,2.0,1.0,Completed,5.0,1.16,4.25,1.2,4.5,1.16,4.5,1.167,4.0,1.23
1758,39,Los Angeles,LA Womens Tennis Championships,2009-08-06,Premier,Outdoor,Hard,3rd Round,3,Radwanska A.,Chakvetadze A.,13.0,54.0,2981.0,1081.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.36,3.0,1.4,2.85,1.4,2.75,1.4,2.75,1.37,3.0
1759,39,Los Angeles,LA Womens Tennis Championships,2009-08-06,Premier,Outdoor,Hard,3rd Round,3,Zvonareva V.,Wickmayer Y.,7.0,57.0,5400.0,1071.0,7.0,6.0,4.0,6.0,6.0,4.0,2.0,1.0,Completed,1.44,2.62,1.44,2.66,1.444,2.625,1.4,2.75,1.55,2.38
1760,39,Los Angeles,LA Womens Tennis Championships,2009-08-06,Premier,Outdoor,Hard,3rd Round,3,Pennetta F.,Petrova N.,14.0,10.0,2830.0,3290.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.61,2.2,1.65,2.15,1.66,2.1,1.73,2.0,1.6,2.28
1761,39,Los Angeles,LA Womens Tennis Championships,2009-08-06,Premier,Outdoor,Hard,3rd Round,3,Radwanska U.,Li N.,71.0,17.0,883.0,2342.0,,,,,,,,,Walkover,3.5,1.28,3.46,1.28,3.4,1.3,2.88,1.36,3.4,1.3
1762,39,Los Angeles,LA Womens Tennis Championships,2009-08-06,Premier,Outdoor,Hard,3rd Round,3,Stosur S.,Ivanovic A.,19.0,11.0,2244.0,3154.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.8,1.9,1.8,1.95,1.8,1.9,1.83,1.83,1.84,1.92
1763,39,Los Angeles,LA Womens Tennis Championships,2009-08-06,Premier,Outdoor,Hard,3rd Round,3,Sharapova M.,Bondarenko A.,61.0,33.0,970.0,1576.0,4.0,6.0,6.0,0.0,6.0,3.0,2.0,1.0,Completed,1.2,4.33,1.23,3.89,1.222,4.0,1.25,3.5,1.25,3.8
1764,39,Los Angeles,LA Womens Tennis Championships,2009-08-07,Premier,Outdoor,Hard,3rd Round,3,Cirstea S.,Lisicki S.,28.0,22.0,1726.0,1900.0,6.0,3.0,1.0,0.0,,,1.0,0.0,Retired,2.75,1.4,2.7,1.45,2.62,1.44,2.75,1.4,2.58,1.48
1765,39,Los Angeles,LA Womens Tennis Championships,2009-08-07,Premier,Outdoor,Hard,3rd Round,3,Zheng J.,Safina D.,23.0,1.0,1861.0,9601.0,7.0,5.0,4.0,6.0,6.0,4.0,2.0,1.0,Completed,5.0,1.14,5.2,1.15,5,1.143,5.5,1.125,5.2,1.15
1766,39,Los Angeles,LA Womens Tennis Championships,2009-08-07,Premier,Outdoor,Hard,Quarterfinals,3,Cirstea S.,Radwanska A.,28.0,13.0,1726.0,2981.0,7.0,6.0,1.0,6.0,7.0,5.0,2.0,1.0,Completed,3.4,1.3,3.35,1.3,3.5,1.28,3.5,1.286,3.2,1.33
1767,39,Los Angeles,LA Womens Tennis Championships,2009-08-07,Premier,Outdoor,Hard,Quarterfinals,3,Stosur S.,Zheng J.,19.0,23.0,2244.0,1861.0,4.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,1.4,2.75,1.4,2.8,1.444,2.625,1.444,2.75,1.46,2.62
1768,39,Los Angeles,LA Womens Tennis Championships,2009-08-08,Premier,Outdoor,Hard,Quarterfinals,3,Sharapova M.,Radwanska U.,61.0,71.0,970.0,883.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,1.14,5.0,1.16,4.9,1.16,4.5,1.167,5.0,1.19,4.5
1769,39,Los Angeles,LA Womens Tennis Championships,2009-08-08,Premier,Outdoor,Hard,Quarterfinals,3,Pennetta F.,Zvonareva V.,14.0,7.0,2830.0,5400.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.66,2.1,1.65,2.15,1.615,2.2,1.62,2.25,1.62,2.25
1770,39,Los Angeles,LA Womens Tennis Championships,2009-08-08,Premier,Outdoor,Hard,Semifinals,3,Stosur S.,Cirstea S.,19.0,28.0,2244.0,1726.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.3,3.4,1.32,3.22,1.28,3.5,1.33,3.25,1.35,3.1
1771,39,Los Angeles,LA Womens Tennis Championships,2009-08-09,Premier,Outdoor,Hard,Semifinals,3,Pennetta F.,Sharapova M.,14.0,61.0,2830.0,970.0,6.0,2.0,4.0,6.0,6.0,3.0,2.0,1.0,Completed,2.1,1.66,2.2,1.65,2.1,1.667,2.2,1.67,2.12,1.7
1772,39,Los Angeles,LA Womens Tennis Championships,2009-08-09,Premier,Outdoor,Hard,The Final,3,Pennetta F.,Stosur S.,14.0,19.0,2830.0,1726.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,2.37,1.57,2.2,1.65,2.25,1.571,2.2,1.67,2.24,1.62
1773,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-10,Premier,Outdoor,Hard,1st Round,3,Safarova L.,Benesova I.,45.0,30.0,1285.0,1636.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.53,2.37,1.46,2.6,1.533,2.375,1.571,2.25,1.46,2.64
1774,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-10,Premier,Outdoor,Hard,1st Round,3,Govortsova O.,Makarova E.,63.0,36.0,960.0,1457.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.72,2.0,1.8,1.95,1.833,1.833,1.727,2.0,1.77,2.0
1775,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-10,Premier,Outdoor,Hard,1st Round,3,Azarenka V.,Kanepi K.,9.0,25.0,4539.0,1861.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.08,7.0,1.13,5.5,1.1,6.5,1.143,5.0,1.11,6.2
1776,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-10,Premier,Outdoor,Hard,1st Round,3,Groenefeld A.L.,Razzano V.,50.0,19.0,1152.0,2247.0,6.0,3.0,3.0,6.0,6.0,4.0,2.0,1.0,Completed,2.62,1.44,2.45,1.5,2.625,1.444,2.75,1.4,2.52,1.5
1777,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-10,Premier,Outdoor,Hard,1st Round,3,Bondarenko K.,Rybarikova M.,67.0,47.0,898.0,1240.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.61,2.2,1.65,2.15,1.667,2.1,1.67,2.1,1.7,2.1
1778,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-10,Premier,Outdoor,Hard,1st Round,3,Schnyder P.,Dulko G.,20.0,42.0,2123.0,1399.0,6.0,4.0,6.0,0.0,,,2.0,0.0,Completed,1.9,1.8,1.8,1.95,1.833,1.833,1.83,1.83,1.94,1.82
1779,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-10,Premier,Outdoor,Hard,1st Round,3,Czink M.,Cornet A.,59.0,28.0,1027.0,1811.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.72,2.0,1.65,2.15,1.72,2.0,1.73,2.0,1.73,2.06
1780,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-10,Premier,Outdoor,Hard,1st Round,3,Wozniak A.,Suarez Navarro C.,39.0,31.0,1429.0,1634.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.44,2.62,1.45,2.6,1.44,2.62,1.53,2.38,1.46,2.64
1781,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-10,Premier,Outdoor,Hard,1st Round,3,Vinci R.,Malek T.,46.0,77.0,1264.0,820.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.72,2.0,1.75,2.05,1.72,2.0,1.667,2.1,1.75,2.03
1782,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-10,Premier,Outdoor,Hard,1st Round,3,Ivanovic A.,Oudin M.,11.0,68.0,3212.0,898.0,2.0,6.0,6.0,1.0,6.0,1.0,2.0,1.0,Completed,1.33,3.25,1.31,3.34,1.33,3.25,1.364,2.875,1.3,3.4
1783,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-10,Premier,Outdoor,Hard,1st Round,3,Clijsters K.,Bartoli M.,,13.0,,3035.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,2.37,1.53,2.25,1.6,2.375,1.533,2.1,1.67,2.26,1.61
1784,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-10,Premier,Outdoor,Hard,1st Round,3,Chakvetadze A.,Vesnina E.,51.0,32.0,1140.0,1597.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.8,1.9,1.8,1.94,1.72,2.0,1.83,1.83,1.75,2.03
1785,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-11,Premier,Outdoor,Hard,1st Round,3,Wickmayer Y.,Schiavone F.,56.0,26.0,1051.0,1851.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.57,2.25,1.55,2.45,1.571,2.25,1.62,2.2,1.53,2.44
1786,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-11,Premier,Outdoor,Hard,1st Round,3,Hantuchova D.,Errani S.,27.0,41.0,1849.0,1410.0,3.0,6.0,6.0,3.0,6.0,1.0,2.0,1.0,Completed,1.53,2.37,1.5,2.55,1.53,2.37,1.533,2.375,1.53,2.44
1787,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-11,Premier,Outdoor,Hard,1st Round,3,Peng S.,Cibulkova D.,40.0,16.0,1421.0,2621.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,2.37,1.53,2.35,1.55,2.37,1.53,2.25,1.571,2.52,1.5
1788,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-11,Premier,Outdoor,Hard,1st Round,3,Szavay A.,Radwanska U.,33.0,62.0,1596.0,983.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,1.83,1.83,1.95,1.8,1.83,1.83,1.833,1.833,1.92,1.84
1789,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-11,Premier,Outdoor,Hard,1st Round,3,Cirstea S.,Shaughnessy M.,24.0,936.0,1896.0,12.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,1.11,6.0,1.1,6.25,1.12,5.5,1.1,6.0,1.11,6.2
1790,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-11,Premier,Outdoor,Hard,1st Round,3,Kirilenko M.,Shvedova Y.,52.0,61.0,1114.0,989.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,2.2,1.61,2.1,1.7,1.833,1.833,2.1,1.67,2.15,1.67
1791,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-11,Premier,Outdoor,Hard,1st Round,3,Kleybanova A.,Rezai A.,37.0,38.0,1455.0,1445.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.9,1.8,1.87,1.87,1.833,1.833,1.83,1.83,1.9,1.86
1792,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-11,Premier,Outdoor,Hard,1st Round,3,Bondarenko A.,Petrova N.,34.0,10.0,1596.0,3290.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,2.75,1.4,2.6,1.45,2.625,1.444,2.625,1.444,2.7,1.44
1793,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-11,Premier,Outdoor,Hard,1st Round,3,Pennetta F.,Morita A.,12.0,65.0,3190.0,946.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.1,6.5,1.1,6.25,1.125,5.5,1.13,5.5,1.1,6.6
1794,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-11,Premier,Outdoor,Hard,1st Round,3,Martinez-Sanchez M.J.,Dushevina V.,43.0,44.0,1392.0,1349.0,6.0,4.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,3.25,1.33,2.85,1.4,2.625,1.444,2.63,1.44,3.1,1.35
1795,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-11,Premier,Outdoor,Hard,1st Round,3,Radwanska A.,Sugiyama A.,14.0,71.0,2981.0,858.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.1,6.5,1.15,5.2,1.14,5.0,1.13,5.5,1.13,5.7
1796,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-11,Premier,Outdoor,Hard,1st Round,3,Bammer S.,Zheng J.,29.0,22.0,1720.0,1951.0,6.0,2.0,4.0,6.0,6.0,2.0,2.0,1.0,Completed,3.25,1.33,2.92,1.37,3.25,1.333,3.0,1.33,3.0,1.37
1797,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-11,Premier,Outdoor,Hard,2nd Round,3,Safina D.,Vinci R.,1.0,46.0,9601.0,1264.0,2.0,6.0,7.0,5.0,6.0,4.0,2.0,1.0,Completed,1.08,7.0,1.1,6.25,1.071,7.5,1.125,5.5,1.08,7.5
1798,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-11,Premier,Outdoor,Hard,2nd Round,3,Kuznetsova S.,Safarova L.,6.0,45.0,5851.0,1285.0,6.0,3.0,6.0,7.0,7.0,6.0,2.0,1.0,Completed,1.22,4.0,1.23,3.89,1.222,4.0,1.167,4.5,1.23,4.0
1799,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-12,Premier,Outdoor,Hard,2nd Round,3,Williams V.,Govortsova O.,3.0,63.0,6935.0,960.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.03,11.0,1.02,11.5,1.04,9.0,1.04,9.0,1.04,11.0
1800,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-12,Premier,Outdoor,Hard,2nd Round,3,Pennetta F.,Szavay A.,12.0,33.0,3190.0,1596.0,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.25,3.75,1.3,3.4,1.333,3.25,1.33,3.0,1.34,3.15
1801,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-12,Premier,Outdoor,Hard,2nd Round,3,Zvonareva V.,Kleybanova A.,7.0,37.0,5400.0,1455.0,6.0,4.0,1.0,6.0,7.0,5.0,2.0,1.0,Completed,1.4,2.75,1.42,2.8,1.444,2.625,1.44,2.63,1.45,2.67
1802,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-12,Premier,Outdoor,Hard,2nd Round,3,Azarenka V.,Chakvetadze A.,9.0,51.0,4539.0,1140.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.16,4.5,1.2,4.25,1.167,4.5,1.2,4.0,1.2,4.3
1803,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-12,Premier,Outdoor,Hard,2nd Round,3,Jankovic J.,Kirilenko M.,5.0,52.0,5930.0,1114.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,1.2,4.33,1.23,3.89,1.25,3.75,1.222,3.75,1.23,4.0
1804,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-12,Premier,Outdoor,Hard,2nd Round,3,Hantuchova D.,Bondarenko A.,27.0,34.0,1849.0,1596.0,7.0,5.0,1.0,6.0,6.0,4.0,2.0,1.0,Completed,1.53,2.37,1.6,2.3,1.66,2.1,1.67,2.1,1.62,2.24
1805,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-12,Premier,Outdoor,Hard,2nd Round,3,Peng S.,Martinez-Sanchez M.J.,40.0,43.0,1421.0,1392.0,5.0,7.0,6.0,2.0,6.0,1.0,2.0,1.0,Completed,1.57,2.25,1.65,2.15,1.57,2.25,1.615,2.2,1.6,2.28
1806,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-12,Premier,Outdoor,Hard,2nd Round,3,Clijsters K.,Schnyder P.,,20.0,,2123.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.22,4.0,1.28,3.46,1.3,3.4,1.286,3.25,1.28,3.55
1807,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-12,Premier,Outdoor,Hard,2nd Round,3,Wozniacki C.,Wozniak A.,8.0,39.0,4750.0,1429.0,4.0,6.0,6.0,4.0,6.0,4.0,2.0,1.0,Completed,1.22,4.0,1.32,3.22,1.286,3.5,1.286,3.25,1.28,3.55
1808,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-12,Premier,Outdoor,Hard,2nd Round,3,Dementieva E.,Wickmayer Y.,4.0,56.0,6591.0,1051.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.14,5.0,1.15,5.2,1.167,4.5,1.143,5.0,1.17,4.8
1809,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-12,Premier,Outdoor,Hard,2nd Round,3,Bammer S.,Radwanska A.,29.0,14.0,1720.0,2981.0,6.0,0.0,7.0,5.0,,,2.0,0.0,Completed,4.0,1.22,3.75,1.25,3.75,1.25,3.25,1.286,3.55,1.28
1810,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-12,Premier,Outdoor,Hard,2nd Round,3,Cirstea S.,Groenefeld A.L.,24.0,50.0,1896.0,1152.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.53,2.37,1.55,2.35,1.57,2.25,1.533,2.375,1.52,2.46
1811,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-12,Premier,Outdoor,Hard,2nd Round,3,Czink M.,Ivanovic A.,59.0,11.0,1027.0,3212.0,7.0,6.0,7.0,5.0,,,2.0,0.0,Completed,3.75,1.25,3.46,1.28,3.75,1.25,3.75,1.222,3.8,1.25
1812,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-12,Premier,Outdoor,Hard,2nd Round,3,Williams S.,Bondarenko K.,2.0,67.0,8628.0,898.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.04,10.0,1.05,8.5,1.063,8.0,1.05,8.0,1.08,7.5
1813,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-13,Premier,Outdoor,Hard,3rd Round,3,Pennetta F.,Williams V.,12.0,3.0,3190.0,6935.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,4.0,1.22,3.89,1.23,4,1.222,3.75,1.25,3.6,1.28
1814,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-13,Premier,Outdoor,Hard,3rd Round,3,Hantuchova D.,Zvonareva V.,27.0,7.0,1849.0,5400.0,7.0,6.0,0.0,6.0,7.0,6.0,2.0,1.0,Completed,2.62,1.44,2.53,1.48,2.37,1.53,2.625,1.5,2.34,1.57
1815,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-13,Premier,Outdoor,Hard,3rd Round,3,Clijsters K.,Kuznetsova S.,,6.0,,5851.0,6.0,4.0,4.0,6.0,6.0,2.0,2.0,1.0,Completed,1.5,2.5,1.48,2.6,1.615,2.2,1.62,2.25,1.57,2.34
1816,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-13,Premier,Outdoor,Hard,3rd Round,3,Wozniacki C.,Czink M.,8.0,59.0,4750.0,1027.0,3.0,0.0,,,,,0.0,0.0,Retired,1.16,4.5,1.23,3.89,1.25,3.75,1.25,3.75,1.22,4.1
1817,40,Cincinnati,Western & Southern Financial Group Women's Open,2009-08-13,Premier,Outdoor,Hard,3rd Round,3,Dementieva E.,Cirstea S.,4.0,24.0,6591.0,1896.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.16,5.0,1.18,4.65,1.14,5.0,1.14,5.5,1.21,4.2
